MOVIE ID,WATCH DATE,MINUTES WATCHED
tt0003167,07/14/2020,22
tt0004872,05/05/2015,29
tt0004972,11/11/2016,7
tt0002445,02/21/2019,95
tt0012745,12/14/2015,91
tt0011647,01/25/2020,52
tt0003930,06/23/2016,17
tt0010219,06/15/2015,38
tt0004457,01/31/2015,56
tt0004838,02/06/2016,41
tt0010227,01/12/2018,38
tt0011513,04/08/2017,106
tt0011371,07/13/2019,54
tt0011607,06/04/2017,19
tt0011716,02/19/2017,19
tt0011369,12/03/2017,17
tt0002461,12/22/2017,12
tt0007340,08/12/2016,8
tt0011647,02/17/2020,61
tt0010821,10/08/2019,68
tt0008879,07/27/2016,92
tt0002130,02/09/2016,14
tt0011909,08/19/2018,15
tt0009894,10/23/2016,215
tt0006731,02/27/2017,54
tt0010418,12/31/2016,3
tt0012465,11/01/2015,20
tt0011131,03/13/2016,8
tt0010060,06/20/2015,32
tt0008891,03/04/2019,32
tt0008634,10/25/2017,27
tt0006589,04/06/2017,4
tt0011979,07/10/2019,7
tt0012313,06/23/2020,55
tt0004066,02/04/2017,81
tt0011779,05/31/2018,11
tt0011370,09/19/2018,47
tt0006780,02/08/2016,56
tt0005078,03/08/2015,28
tt0009976,11/26/2016,41
tt0011173,02/11/2017,64
tt0010962,01/13/2020,14
tt0012538,03/26/2019,8
tt0003952,11/27/2017,64
tt0006864,05/25/2016,14
tt0004099,07/24/2019,42
tt0010466,04/28/2019,58
tt0003489,08/18/2015,53
tt0012068,11/10/2015,13
tt0009976,12/17/2017,32
tt0008489,01/03/2015,60
tt0007309,07/22/2018,7
tt0004712,08/13/2017,15
tt0003471,01/01/2020,19
tt0009150,12/24/2018,21
tt0004635,12/02/2017,33
tt0006688,04/15/2019,9
tt0007338,06/06/2017,25
tt0002452,07/26/2019,28
tt0007183,05/13/2020,47
tt0008536,02/03/2016,26
tt0011723,12/29/2018,26
tt0009608,08/08/2016,33
tt0009326,01/28/2017,34
tt0010890,03/14/2016,26
tt0011679,10/22/2016,44
tt0010323,11/23/2018,62
tt0009559,06/18/2019,15
tt0010193,05/09/2019,31
tt0008150,09/16/2019,40
tt0012532,01/01/2017,45
tt0008679,12/25/2019,16
tt0007309,12/25/2017,42
tt0008710,06/27/2015,65
tt0006886,04/25/2015,185
tt0008679,10/24/2018,44
tt0011904,06/12/2018,62
tt0010969,11/13/2016,107
tt0004066,09/07/2019,11
tt0001892,08/02/2015,40
tt0011833,03/03/2017,17
tt0012397,05/10/2015,44
tt0007260,02/14/2019,7
tt0003165,07/28/2017,59
tt0011979,10/29/2018,31
tt0010267,07/23/2020,35
tt0011641,03/15/2016,39
tt0009976,06/27/2018,4
tt0012334,09/07/2018,62
tt0012486,03/27/2017,48
tt0011753,11/15/2018,22
tt0006826,11/01/2017,29
tt0010755,07/11/2017,111
tt0010962,01/20/2018,34
tt0008188,01/30/2017,18
tt0012675,10/24/2015,59
tt0004838,06/21/2016,7
tt0005809,08/03/2015,25
tt0006589,07/25/2015,34
tt0012538,03/16/2015,31
tt0010726,04/01/2016,35
tt0011837,04/22/2018,26
tt0005149,12/10/2017,4
tt0008663,04/29/2020,43
tt0012027,09/24/2017,26
tt0008150,07/17/2019,30
tt0010598,02/08/2020,40
tt0010484,04/16/2015,65
tt0012397,10/02/2015,61
tt0011723,09/08/2018,35
tt0009900,03/26/2019,57
tt0008679,08/19/2018,31
tt0010598,05/31/2015,29
tt0008188,08/07/2016,46
tt0010844,10/11/2018,25
tt0010635,04/13/2019,37
tt0004707,08/21/2019,49
tt0004838,01/30/2016,31
tt0010456,01/28/2020,15
tt0011414,09/10/2015,10
tt0004873,01/12/2016,41
tt0011130,04/06/2016,26
tt0003657,07/23/2016,12
tt0009608,03/16/2017,18
tt0012645,12/24/2015,18
tt0003930,06/10/2017,7
tt0004872,11/30/2017,33
tt0011440,08/08/2015,86
tt0010635,12/09/2019,33
tt0012016,10/10/2017,18
tt0011173,09/27/2016,47
tt0010879,11/07/2018,54
tt0007367,10/19/2017,16
tt0012397,01/15/2020,51
tt0009440,12/18/2019,49
tt0003014,06/08/2018,33
tt0011237,05/11/2019,83
tt0009652,03/22/2020,9
tt0011474,10/14/2019,77
tt0009608,08/20/2015,5
tt0010726,06/23/2017,16
tt0011565,03/18/2015,24
tt0012675,08/18/2020,13
tt0010267,10/26/2016,62
tt0008672,09/09/2015,89
tt0003883,08/15/2018,42
tt0010853,01/25/2020,19
tt0010267,11/13/2016,13
tt0007047,06/30/2020,28
tt0010193,12/26/2019,66
tt0004707,02/04/2019,36
tt0011607,07/14/2018,36
tt0011909,05/17/2020,3
tt0001892,05/01/2017,10
tt0010195,11/10/2016,67
tt0011870,10/31/2016,72
tt0003930,02/21/2015,19
tt0006333,12/18/2017,6
tt0003643,04/05/2016,28
tt0011565,12/08/2017,60
tt0007260,04/15/2019,7
tt0009915,09/21/2019,22
tt0012364,08/25/2016,47
tt0006826,04/13/2020,20
tt0008395,04/17/2015,53
tt0011723,08/16/2019,100
tt0012313,01/13/2017,90
tt0011130,05/24/2015,12
tt0010969,04/01/2018,14
tt0012027,01/15/2016,55
tt0012465,01/13/2015,26
tt0011387,07/22/2018,42
tt0009356,03/14/2018,8
tt0010853,02/17/2018,6
tt0008499,07/16/2015,51
